timestamp,open,high,low,close,volume
2024-08-12T00:00:00,58509.5,58594.76,58490.0,58594.76,22.1821
2024-08-12T00:05:00,58594.77,58619.99,58526.98,58558.81,25.06855
2024-08-12T00:10:00,58558.82,58565.98,58414.61,58428.31,67.28536
2024-08-12T00:15:00,58428.3,58467.5,58370.0,58400.13,72.65688
2024-08-12T00:20:00,58400.13,58437.7,58363.08,58376.53,44.15672
2024-08-12T00:25:00,58376.53,58532.41,58376.53,58511.59,50.75652
2024-08-12T00:30:00,58511.59,58517.43,58465.22,58498.99,31.71418
2024-08-12T00:35:00,58498.99,58563.72,58486.01,58548.12,29.52667
2024-08-12T00:40:00,58548.12,58638.0,58548.11,58618.91,45.40912
2024-08-12T00:45:00,58618.91,58680.0,58582.41,58651.71,82.57143
2024-08-12T00:50:00,58651.72,58651.72,58562.01,58562.02,14.7165
2024-08-12T00:55:00,58562.02,58581.88,58523.5,58523.83,19.99947
2024-08-12T01:00:00,58523.83,58600.0,58523.82,58531.32,42.29599
2024-08-12T01:05:00,58531.33,58607.88,58531.33,58568.2,50.77188
2024-08-12T01:10:00,58568.2,58609.44,58568.2,58584.01,27.56696
2024-08-12T01:15:00,58584.01,58593.5,58533.54,58570.7,45.05947
2024-08-12T01:20:00,58570.69,58589.71,58549.99,58557.29,16.07919
2024-08-12T01:25:00,58557.29,58638.0,58492.39,58612.12,47.28496
2024-08-12T01:30:00,58612.13,58693.02,58567.42,58680.99,66.00671
2024-08-12T01:35:00,58680.98,58693.02,58631.13,58650.74,33.58254
2024-08-12T01:40:00,58650.73,58650.74,58463.26,58463.26,53.04865
2024-08-12T01:45:00,58463.26,58517.47,58400.0,58460.79,78.87628
2024-08-12T01:50:00,58460.79,58586.49,58460.78,58581.11,73.14428
2024-08-12T01:55:00,58581.11,58607.51,58536.05,58571.57,29.66496
2024-08-12T02:00:00,58571.57,58638.0,58528.34,58530.23,91.11244
2024-08-12T02:05:00,58530.23,58543.71,58424.05,58424.06,57.44854
2024-08-12T02:10:00,58424.05,58499.0,58424.05,58468.56,42.59933
2024-08-12T02:15:00,58468.56,58477.01,58335.07,58401.4,99.70011
2024-08-12T02:20:00,58401.4,58478.6,58378.14,58456.0,37.34597
2024-08-12T02:25:00,58456.01,58495.5,58415.77,58495.49,36.15155
2024-08-12T02:30:00,58495.49,58565.9,58241.93,58393.0,102.06002
2024-08-12T02:35:00,58393.01,58403.05,58306.55,58350.27,36.42715
2024-08-12T02:40:00,58350.27,58350.27,58261.21,58335.67,67.69916
2024-08-12T02:45:00,58335.66,58366.82,58252.27,58252.28,40.44609
2024-08-12T02:50:00,58252.27,58313.16,58124.15,58251.11,161.28119
2024-08-12T02:55:00,58251.11,58478.44,58236.39,58403.76,112.865
2024-08-12T03:00:00,58403.76,58461.88,58280.0,58319.02,105.70237
2024-08-12T03:05:00,58319.02,58323.98,58150.96,58150.96,85.3097
2024-08-12T03:10:00,58150.97,58241.42,58033.0,58078.99,136.47542
2024-08-12T03:15:00,58079.0,58148.98,57831.87,57894.39,398.36052
2024-08-12T03:20:00,57894.4,58273.04,57642.21,58163.94,447.88695
2024-08-12T03:25:00,58166.24,58384.87,58166.24,58341.0,206.85603
2024-08-12T03:30:00,58340.99,58677.48,58270.2,58673.88,206.78961
2024-08-12T03:35:00,58673.89,58820.9,58535.64,58812.52,458.6722
2024-08-12T03:40:00,58812.51,58984.85,58643.31,58682.94,227.98393
2024-08-12T03:45:00,58682.94,58807.46,58625.24,58742.28,91.54251
2024-08-12T03:50:00,58742.28,58797.37,58583.08,58644.01,119.22263
2024-08-12T03:55:00,58644.01,58700.0,58581.7,58674.61,61.87245
2024-08-12T04:00:00,58674.62,58988.0,58674.61,58818.22,259.77535
2024-08-12T04:05:00,58818.22,59025.66,58782.75,58953.45,188.62916
2024-08-12T04:10:00,58953.46,58993.18,58781.82,58812.91,155.26962
2024-08-12T04:15:00,58812.91,58839.46,58719.05,58811.65,84.15119
2024-08-12T04:20:00,58811.96,58918.44,58764.62,58891.02,55.24453
2024-08-12T04:25:00,58891.02,58892.62,58728.38,58734.6,68.73331
2024-08-12T04:30:00,58734.6,58879.64,58717.56,58838.19,44.70516
2024-08-12T04:35:00,58838.19,58883.99,58688.0,58691.35,65.95611
2024-08-12T04:40:00,58691.34,58709.0,58613.3,58630.88,56.26611
2024-08-12T04:45:00,58631.99,58650.0,58542.0,58556.9,54.34056
2024-08-12T04:50:00,58556.91,58621.93,58439.63,58500.0,115.1632
2024-08-12T04:55:00,58500.01,58501.67,58240.51,58317.43,250.73967
2024-08-12T05:00:00,58317.43,58445.49,58309.75,58437.46,92.37784
2024-08-12T05:05:00,58437.45,58530.49,58415.0,58427.6,71.65187
2024-08-12T05:10:00,58427.6,58491.83,58366.81,58480.81,59.87821
2024-08-12T05:15:00,58480.81,58527.0,58416.06,58457.01,68.31933
2024-08-12T05:20:00,58457.0,58636.36,58457.0,58508.29,145.02395
2024-08-12T05:25:00,58508.28,58508.28,58175.37,58306.79,191.83538
2024-08-12T05:30:00,58306.79,58349.87,58168.26,58324.45,116.43279
2024-08-12T05:35:00,58324.45,58377.53,58163.01,58221.02,99.15262
2024-08-12T05:40:00,58221.02,58378.6,58200.89,58367.52,73.68241
2024-08-12T05:45:00,58367.52,58378.52,58260.39,58274.38,65.79365
2024-08-12T05:50:00,58270.86,58292.83,58200.0,58253.28,44.42447
2024-08-12T05:55:00,58253.28,58341.59,58253.27,58296.67,33.93693
2024-08-12T06:00:00,58296.68,58302.5,58171.08,58177.64,49.79645
2024-08-12T06:05:00,58177.63,58346.3,58125.75,58333.98,64.81139
2024-08-12T06:10:00,58333.97,58336.18,58170.0,58244.43,106.44368
2024-08-12T06:15:00,58244.44,58378.6,58214.8,58315.44,65.17432
2024-08-12T06:20:00,58315.45,58630.09,58315.45,58608.46,210.83903
2024-08-12T06:25:00,58608.47,58631.89,58536.47,58625.34,81.511
2024-08-12T06:30:00,58625.33,58720.3,58541.75,58682.35,128.09907
2024-08-12T06:35:00,58682.35,58818.78,58682.35,58724.01,116.3547
2024-08-12T06:40:00,58724.01,58786.28,58668.12,58710.01,78.41093
2024-08-12T06:45:00,58710.0,58778.99,58710.0,58751.88,48.5306
2024-08-12T06:50:00,58751.88,58842.12,58750.0,58834.11,68.81957
2024-08-12T06:55:00,58834.11,58994.98,58834.1,58969.6,203.15819
2024-08-12T07:00:00,58969.6,59343.22,58881.01,59100.17,354.70809
2024-08-12T07:05:00,59100.17,59425.95,59070.36,59376.17,414.13122
2024-08-12T07:10:00,59376.17,59430.25,59260.75,59317.82,247.8232
2024-08-12T07:15:00,59317.82,59531.4,59317.27,59446.32,226.51682
2024-08-12T07:20:00,59446.32,59523.69,59312.74,59382.18,211.99627
2024-08-12T07:25:00,59382.18,59620.01,59372.81,59536.91,333.54595
2024-08-12T07:30:00,59536.91,59727.33,59454.37,59704.39,203.09654
2024-08-12T07:35:00,59704.39,59861.67,59640.71,59751.99,286.60339
2024-08-12T07:40:00,59751.99,59820.0,59589.26,59612.01,170.80742
2024-08-12T07:45:00,59612.01,59785.53,59612.01,59770.87,146.53944
2024-08-12T07:50:00,59770.87,59990.0,59732.56,59946.01,224.06155
2024-08-12T07:55:00,59944.53,59961.41,59813.92,59851.7,100.70344
2024-08-12T08:00:00,59851.71,59868.96,59692.56,59698.53,133.83759
2024-08-12T08:05:00,59698.54,59795.45,59696.27,59763.55,98.47837
2024-08-12T08:10:00,59763.56,59774.52,59657.85,59657.85,91.00373
2024-08-12T08:15:00,59657.86,59748.82,59537.21,59586.6,96.73677
2024-08-12T08:20:00,59586.6,59599.11,59551.54,59581.53,89.38217
2024-08-12T08:25:00,59581.53,59781.9,59565.31,59771.36,91.73824
2024-08-12T08:30:00,59771.36,59942.69,59699.2,59700.03,298.23976
2024-08-12T08:35:00,59700.03,59714.96,59592.19,59633.92,76.15868
2024-08-12T08:40:00,59633.93,59638.25,59518.26,59540.0,57.69922
2024-08-12T08:45:00,59540.01,59620.7,59539.41,59588.08,61.14261
2024-08-12T08:50:00,59588.09,59711.89,59561.86,59591.9,76.97669
2024-08-12T08:55:00,59591.9,59731.98,59558.2,59728.23,75.15461
2024-08-12T09:00:00,59728.24,59759.34,59624.58,59630.0,90.07976
2024-08-12T09:05:00,59630.0,59768.2,59629.99,59764.13,57.26022
2024-08-12T09:10:00,59764.12,59876.9,59704.33,59710.01,71.59443
2024-08-12T09:15:00,59710.02,59712.43,59585.95,59599.94,59.30836
2024-08-12T09:20:00,59599.94,59621.95,59534.6,59590.35,56.77926
2024-08-12T09:25:00,59590.35,59613.68,59478.0,59534.44,55.22023
2024-08-12T09:30:00,59534.44,59576.98,59434.38,59516.25,88.10187
2024-08-12T09:35:00,59516.27,59681.64,59102.63,59179.99,292.51596
2024-08-12T09:40:00,59180.0,59264.4,58733.7,58810.46,633.36248
2024-08-12T09:45:00,58810.46,58893.79,58295.0,58407.05,635.73606
2024-08-12T09:50:00,58407.05,58618.29,58322.07,58375.99,347.48593
